Release Date,Season,Episode,Episode Title,Name,Sentence
2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,"It doesn't matter what we want, once we get it, then we want something else. Your hair is different."
2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,Lady Margaery wears it that way.
2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,I have good news. I'll be leaving the city soon.
2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,"It's not a question of what I want. It's what you want. You want to go home, don't you?"
2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,"I hope you know that I'm your friend, Sansa. Your true friend."
2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,Petyr.
2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,"If you wish to stay, then of course you will stay."
2013-04-28,Season 3,Episode 5,Kissed by Fire,petyr baelish,We'll speak again when I return.
2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,There aren't. There aren't even two hundred. I've counted.
2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,"Early days, my friend. It is flattering, really, you feeling such dread at the prospect of me getting what I want."
2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,"You're so right. For instance, when I thwarted your plan to give Sansa Stark to the Tyrells. If I'm going to be honest, I did feel an unmistakable sense of enjoyment there. But your confidant, the one who fed you information about my plans, the one you swore to protect, you didn't bring her any enjoyment. And she didn't bring me any enjoyment. She was a bad investment on my part. Luckily, I have a friend who wanted to try something new. Something daring. And he was so grateful to me for providing this fresh experience."
2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,The realm? Do you know what the realm is? It's the thousand blades of Aegon's enemies. A story we agree to tell each other over and over till we forget that it's a lie.
2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,Chaos isn't a pit. Chaos is a ladder.
2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,Many who try to climb it fail and never get to try again. The fall breaks them.
2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,"And some are given a chance to climb, but they refuse. They cling to the realm or the gods or love. Illusions. Only the ladder is real. The climb is all there is."
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Petyr... Are you hurt, my lady?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,Good. Good. I'm sure you've had quite a fright. Rest easy. The worst is past. Ser Dontos shouts up from his boat.
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Softly, my friend... Voices carry over water."
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Shh. You don't want the queen to hear, do you? 1,000 gold cloaks are searching for you. And if they found you, how do you think they would punish the girl who murdered the king?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"I know. I know. But you must admit it looks suspicious. The king who executed your father, who tormented you for years, and you fled the scene of his murder."
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,Because he was a drunk and a fool and I don't trust drunk fools.
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Saved you? My lady, he followed my orders. Every one of them. And he did it all for gold. Money buys a man's silence for a time. A bolt in the heart buys it forever."
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Yes, and he gave you a priceless necklace that once belonged to his grandmother. The last legacy of House Hollard."
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,I had it made a few weeks ago. What did I once tell you about the capital?
2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Come, my lady. I know you've had a difficult day. But you're safe now. I promise you that. You're safe with me and sailing home."
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,I'm getting married to your Aunt Lysa. She's waiting for us at the Eyrie. You'll be safe there.
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,Did I kill Joffrey? I've been in the Vale for weeks.
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,And who helped me with this conspiracy?
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,Why not?
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,Then perhaps it was your husband.
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,How do you know?
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,You're right. He wasn't involvedi n Joffrey's death. But you were. Do you remember that lovely necklace Dontos gave you? I don't suppose you noticed that a stone was missing after the feast.
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,"A man with no motive is a man no one suspects. Always keep your foes confused. If they don't know who you are or what you want, they can't know what you plan to do next."
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,So many men they risk so little. They spend their lives avoiding danger. And then they die. I'd risk everything to get what I want.
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,"Everything. My friendship with the Lannisters was productive. But Joffrey, a vicious boy with a crown on his head, is not a reliable ally. And who could trust a friend like that?"
2014-04-27,Season 4,Episode 4,Oathkeeper,petyr baelish,"I don't want friends like me. My new friends are predictable. Very reasonable people. As for what happened to Joffrey, well, that was something my new friends wanted very badly. Nothing like a thoughtful gift to make a new friendship grow strong."
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,Pull up your hood. A memorable shade.
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,You know what kind of stories poor men enjoy the most? Ones about rich girls they'll never meet.
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,"The mountains are impassable. If you want to get to the Eyrie, you need to go through the Bloody Gate. It doesn't matter how large your army is, if you attack this gate, you do it on this road, three men abreast and get slaughtered like goats. The first Lords of the Vale didn't have much, but they had these mountains and they knew how to use them. And the fortress they built here has never been overcome. Not once in a thousand years. Know your strengths, use them wisely, and one man can be worth ten thousand."
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,"Lord Petyr Baelish and his niece, Alayne."
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,My lord.
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,Oh. I have brought you a gift.
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,My lady.
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,Go. We'll speak soon.
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,"Arranging for the ascension of King Tommen I, extricating Sansa, getting her here alive."
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,Ought we not... inform the Lords of the Vale about the ceremony?
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,I do think that we could wait until...
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,Like it was yesterday.
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,The deed is done. Faded into nothing. Only speaking of it can make it real.
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,"Tonight it is, then."
2014-05-04,Season 4,Episode 5,First of His Name,petyr baelish,"Let me bathe and dress for the occasion. Once I'm presentable, I'll call on the septon immediately."
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,Children.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"Yes, I saw."
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"No, his mother should have a long time ago. Consider it a step in the right direction."
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,Let me worry about Aunt Lysa.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"A lot can happen between now and never. If you want to build a better home, first you must demolish the old one."
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"I loved your mother more than you could ever know. Given the opportunity, what do we do to those who've hurt the ones we love? In a better world, one where love could overcome strength and duty, you might have been my child. But we don't live in that world."
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,You're more beautiful than she ever was.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,Call me Petyr.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,Lysa! Let her go.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,Let her go.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"I'll send her away. I swear on my life. I swear to all the gods. Let her go, Lysa."
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"Oh, my sweet wife. My sweet, silly wife."
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"I have only loved one woman... only one, my entire life. Your sister."
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,Lord Arryn will never be a great warrior.
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,Some boys develop more slowly. He's still young.
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,He has other gifts.
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,The gift of a great name. Sometimes that's all one needs.
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"I have no doubt that upon my return, Robin's skills will have improved immeasurably."
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,I did.
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,We are.
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"Lord Royce may be as honorable as he thinks he is, but he's not alone in that castle. Do you trust all those knights and ladies, stable boys and serving girls?"
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"No. But I pay them well, and they've seen what happens to men who disappoint me."
2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"So a land so far from here, even Cersei Lannister can't get her hands on you."
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,You are becoming an observant young lady.
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,An old saying. Inaccurate in this case.
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,My marriage proposal has been accepted.
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,Do you like the taste?
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,It gives some men courage.
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,"We've met. With Renly Baratheon. What did he say about you? He said, ""You're a loyalty comes free of charge."" Someone appears to have paid quite a bit for it since then."
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,"Please, Lady Brienne. No need for such formality. You are Catelyn Stark's sworn sword?"
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,Strange. I knew Cat from the time we were children. She never mentioned you.
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,"Ah, yes. You were accused of killing him."
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,But you were accused.
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,Then what did happen?
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,A shadow? With a face? This woman swore to protect Renly; she failed. She swore to protect your mother; she failed. Why would I want somebody with your history of failure guiding Lady Sansa?
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,"Because I am her uncle. I married her Aunt Lysa shortly before my belovedo s untimely death. We're family now, and you're an outsider. Forgive me, Lady Brienne, but experiences made me wary of outsiders."
2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,We don't want our new friend wandering the countryside alone. The roads of these parts aren't safe. Why don't you stay?
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,"Yes. A bit shabby, isn't it? You've been here before."
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,Home.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,No.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,He did.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,For now.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,Winterfell is your home.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,Always. You're a Stark. Dyeing your hair doesn't change that. You're Sansa Stark. The eldest surviving child of Ned and Catelyn Stark. Your place is in the North.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,"You're not marrying Roose Bolton. No, you'll be marrying his son and heir, Ramsay. One day he'll be Warden of the North and you will -"
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,Sansa -
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,"I won't force you to do anything. Don't you know by now how much I care for you? Say the word and we turn the horses round, but listen to me. Listen. . You've been running all your life. Terrible things happened to your family and you weep. You sit alone in a darkened room, mourning their fates. You've been a bystander to tragedy from the day they executed your father. Stop being a bystander, do you hear me? Stop running. There's no justice in the world. Not unless we make it. You loved your family. Avenge them."
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,I hope so too. I've become quite fond of Lady Sansa during our travels together. She's suffered enough.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,"I've heard very little about you. Which makes you quite a rare thing, as lords go."
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,He seems pleased.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,"I assure you she's still a virgin. Tyrion never consummated the marriage. By the law of the land, she's no man's wife. Inspect her, if you must."
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,Then I have delivered everything I've promised.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,"The Lannister name doesn't mean what it once did. Tywin is dead. He kept his house in power through sheer will. Without him, Jaime has one hand and no allies, Tommen is a soft boy, not a king to fear."
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,"Queen Margaery adores Sansa. Cersei is Queen Mother, a title whose importance wanes with each passing day."
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,"A message for me, you say. Strange that the seal is broken."
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,Every ambitious move is a gamble. You gambled when you drove a dagger into Robb Stark's heart. It appears that your gamble paid off. You're Warden of the North.
2015-04-26,Season 5,Episode 3,High Sparrow,petyr baelish,"The Eyrie is mine. The last time the lords of the Eyrie formed an alliance with the lords of the North, they brought down the greatest dynasty this world has ever known. I'd like to borrow one of your birds. Cersei will expect a reply."
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,I thought I might find you here. . Your Aunt Lyanna.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,"I saw her once. I was a boy, living with your mother's family. Lord Whent had a great tourney at Harrenhal. Everyone was there. The Mad King, your father, Robert Baratheon. And Lyanna, she was already promised to Robert. You can imagine what it was like for me, a boy from nowhere, with nothing to his name, watching these legendary men, tilting at the lists. The last two riders were Barristan Selmy and Rhaegar Targaryen. When Rhaegar won, everyone cheered for the prince. I remember the girls laughing when he took off his helmet and they saw that silver hair. How handsome he was. Until he rode right past his wife, Elia Martell, and all the smiles died. I've never seen so many people so quiet. He rode past his wife, and he lay a crown of winter roses in Lyanna's lap. Blue as frost. How many tens of thousands had to die because Rhaegar chose your aunt?"
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,Come. . Let's speak somewhere the dead can't hear us. .
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,I am.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,King's Landing.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,Cersei sent for me. . We must not let her sniff out any trouble.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,"I know how hard it is to live with people you despise, believe me. But it won't be for long."
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,"Stannis Baratheon garrisons at Castle Black. He'll march south to King's Landing before the winter snows block his way. But first, he has to take Winterfell."
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,"I do. Once he liberates these lands from the Boltons he'll rally your father's bannermen to his cause. With the North behind him, Stannis can finally take the Iron Throne."
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,"He has a larger army. He's the finest military commander in Westeros. A betting man would put his money on Stannis. . As it happens, I am a betting man."
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,"Stannis takes Winterfell, he rescues you from the most despised family in the North. Grateful for your late father's courageous support for his claim, he names you Wardeness of the North."
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,You are the last surviving Stark. He needs you.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,"Then you will take this Bolton boy, Ramsay, and make him yours."
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,Of course you do. He's already fallen for you.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,petyr baelish,"He should, he's a dangerous man. But even the most dangerous men can be outmaneuvered. And you've learnt to maneuver from the very best. . I return before too long. . You'll be strong without me. . The North will be yours. Do you believe me?"
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,Yes? Lancel Lannister.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,That's quite a family to abandon.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,Well done.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,I'm here on urgent business for the Queen Mother. Should I send word that I'll be delayed?
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"We both peddle fantasies, Brother Lancel. Mine just happen to be entertaining."
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"Do you think it's wise, your Grace, arresting the heir to Highgarden?"
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,Of course. And the Faith were armed on your orders.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,House Tyrell won't tolerate these insults.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,One's choice of companion is a curious thing.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,Lysa was a good woman. A kind woman.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,I know how hard it can be to lose both of your parents at such a young age.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,Young Lord Robyn heeds my advice. And I have always counseled loyalty to the throne.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"There is another matter, your Grace. Something so urgent I couldn't trust the words to a raven. You once charged me with finding Arya Stark. To my shame I failed you. But I have found Sansa Stark. Alive, and well, and home again. In Winterfell."
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"My sources are well placed. They tell me Roose Bolton plans to marry her to his son, Ramsay, a bastard recently legitimized by King Tommen."
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,Indeed. As reward for stabbing his own king in the heart.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,Marrying his son to the last of the Starks gives him more legitimacy in the North than an alliance with a hated southern house.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"I would counsel patience, your grace."
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"Stannis Baratheon is also a traitor, marching with his army on Winterfell. Let Stannis and Roose battle, let the enemies of the throne slaughter each other and when they're done seize Winterfell from whichever thief survives."
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"That is why it is critical to strike soon, while the victor still licks his wounds. Surely your Uncle Kevan could muster a force."
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"Ser Jaime, then."
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"Perhaps I can help. The Knights of the Vale are some of the best fighters in Westeros, trained to battle in the ice and the snow."
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,"You wouldn't risk a single Lannister soldier or a single coin from the Royal Treasury. What do you have to lose, a brothel keeper?"
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,Name me Warden of the North.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,I'll not rest until the lion flies over Winterfell.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",petyr baelish,As I said. I live to serve.
2015-05-24,Season 5,Episode 7,The Gift,petyr baelish,I'm sorry about the locale.
2015-05-24,Season 5,Episode 7,The Gift,petyr baelish,It felt like the safest place.
2015-05-24,Season 5,Episode 7,The Gift,petyr baelish,"It was an establishment like no other. The sheer range of appetites catered to, desires that didn't exist until we invented them."
2015-05-24,Season 5,Episode 7,The Gift,petyr baelish,The past is the past. The future is all that's worth discussing. The future of House Tyrell.
2015-05-24,Season 5,Episode 7,The Gift,petyr baelish,I promise you..
2015-05-24,Season 5,Episode 7,The Gift,petyr baelish,Cersei summoned me to King's Landing. I dared not refuse her.
2015-05-24,Season 5,Episode 7,The Gift,petyr baelish,"A piece of info that she know that I had. Neither silence nor lies were an option. But I have other information of which she is unaware. And as you say, our interests are aligned. I have a gift for you."
2015-05-24,Season 5,Episode 7,The Gift,petyr baelish,The same kind I gave Cersei. A handsome young man.
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,The Defender of the Vale!
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,My lord Come and see
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,I missed your name day Go on
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,A gyrfalcon The greatest and rarest of birds
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,Indeed I was
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,"On our way to the Fingers, we were set upon by a large force of Bolton men Seemed to know exactly when we were traveling and exactly whom we were transporting"
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,"Tell me, Lord Royce, how many people knew of my travel plans with Sansa Stark? I shared my intentions with you and no one else"
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,Your home is the Vale The Lord of the Vale stands before us And only his judgment concerns me
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,"Lord Royce has served the Vale well He;s enjoyed a distinguished military career If we could trust his absolute loyalty, he would make a capable commander in the wars to come"
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,I think he deserves one more chance What do you say?
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,"I bring good news My friends in the North tell me Sansa has escaped Winterfell I expect she's headed to Castle Black where her brother serves as Lord Commander But she won't be safe there, not with the Boltons after her"
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,That was my instinct as well
2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,Our lord has spoken Gather the Knights of the Vale The time has come to join the fray
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,"Sansa. Lady Brienne. When I heard you had escaped WInterfell, I feared the worst. You have no idea how happy I am to see you unharmed."
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,I rode north with the Knights of the Vale to come to your aid. They're encamped at Moat Cailin as we speak.
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,I can't begin to contemplate --
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,He beat you.
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,"Sansa, I --"
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,Did he cut you?
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,I didn't know.
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,"I made a mistake, a horrible mistake. I underestimated a stranger."
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,I'm so sorry.
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,And I will. You must believe me when I tell you that I will.
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,"Do you want me to beg for my life? If that's what you want, I will. Whatever you ask that is in my power, I will do."
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,Then I will die.
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,I would do anything to undo what's been done to you. I know that I can't. Will you allow me to say one more thing before I go? Your great-uncle Brynden the Blackfish has gathered what remains of the Tully forces and retaken Riverrun. You might consider seeking him out. The time may come when you need an army loyal to you.
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,Your brother's army.
2016-05-22,Season 6,Episode 5,The Door,petyr baelish,Half-brother.
2017-07-23,Season 7,Episode 2,Stormborn,petyr baelish,I delivered his bones myself. I presented them to Lady Catlyn as a gesture of goodwill from Tyrion Lannister. It seems like a lifetime ago. Do give Lord Tyrion my best when you see him.
2017-07-23,Season 7,Episode 2,Stormborn,petyr baelish,"I was sorry when he died. Your father and I had our differences but he loved Cat very much. So did I. She wasn't fond of you, was she? Well, it appears she vastly underestimated you. Your father and brothers are gone, yet here you stand King in the North. Last best hope against the coming storm."
2017-07-23,Season 7,Episode 2,Stormborn,petyr baelish,Forgive me. We have never talked properly. I wanted to remedy that.
2017-07-23,Season 7,Episode 2,Stormborn,petyr baelish,"Not even thank you? If it weren't for me you'd have been slaughtered at that battlefield. You have many enemies, My King, but I swear to you I'm not one of them. I love Sansa as I loved her mother."
2017-07-30,Season 7,Episode 3,The Queen’s Justice,petyr baelish,Command suits you. The northerns are all facing north worried about the threat beyond the wall.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,petyr baelish,I know Cersei better than anyone here. If you turn your back on her --
2017-07-30,Season 7,Episode 3,The Queen’s Justice,petyr baelish,I only meant to say --
2017-07-30,Season 7,Episode 3,The Queen’s Justice,petyr baelish,"One of two things will happen. Either the dead will defeat the living, in which case all our troubles come to an end. Or life will win out. And what then?"
2017-07-30,Season 7,Episode 3,The Queen’s Justice,petyr baelish,"Don't fight in the north or the south. Fight every battle everywhere always in your mind. Everyone is your enemy, everyone is your friend, every possible series of events is happening all at once. Live that way and nothing will surprise you. Everything that happens will be something that you've seen before."
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,This is for you.
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,flips the knife in his hand and extends it towards BRAN.
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,"The last man who wielded it meant to cut your throat, but your mother fought him off."
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,"The other dagger, the one that took her life, I would have stopped that dagger with my own heart if I could have. I wasn't there for her when she needed me most. But I am here for her now. To do what she would have done, to protect her children. Anything I can do for you, Brandon, you need only ask."
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,"No. That very question was what started the War of the Five Kings. In a way, that dagger made you what you are today. Forced from your home, driven out to the wilds beyond the Wall. I imagine you've seen things most men wouldn't believe."
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,hands the sheath of the knife to BRAN. BRAN slides the knife into the sheath.
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,"To go through all of that and make your way home again only to find such chaos in the world, I can only imagine --"
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,"I'm sorry to have disturbed you, Lord Stark."
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,stands up to leave.
2017-08-06,Season 7,Episode 4,The Spoils Of War,petyr baelish,bows and walks past Meera and closes the door.
2017-08-13,Season 7,Episode 5,Eastwatch,petyr baelish,reads the note then looks at WOLKAN.
2017-08-13,Season 7,Episode 5,Eastwatch,petyr baelish,Are you sure this is the only copy at Winterfell?
2017-08-13,Season 7,Episode 5,Eastwatch,petyr baelish,Lady Stark thanks you for your service.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,It's not easy for ravens to fly in these storms. Perhaps Jon tried to send word earlier.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,I can't believe he'd surrender the Northern crown without consulting you.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,I've heard gossip that the Dragon Queen is quite beautiful.
