Release Date,Season,Episode,Episode Title,Name,Sentence
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"You're alright. You're alright. I'll get help. Shh, shh. Maester Aemon is coming, he's gonna make it alright."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,to Grenn* We need more men down here.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,But we need men here.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,to Olly* Get me to the top! You hear me?!
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Your name's Olly, right? Listen to me Olly, get me to the top and when we give a signal, bring us back down. Do you hear me?"
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"And find a weapon, Olly. Fight them!"
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,The Wildlings are over the walls. Ser Alliser has fallen. The castle walls can't stand much longer.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,You can't protect me forever. There won't be anywhere to hide if the castle falls.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,We need you boy.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Woah! It's me. It's me. I promised you, didn't I?"
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,We held them off.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,This is a great victory.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Where are you going?
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,To...you can't do that. No one gave you any orders.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Without Mance? You're going to kill him?
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"They'll never let you within a hundred yards of him. And if you did, even if you managed to kill him."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,He won't just kill ya. They'll boil you. They'll filet you. They'll make it last days!
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,What are you doing?
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Jon. Come back.
2015-04-12,Season 5,Episode 1,The Wars to Come,sam tarly,"Well, I'm hardly a new recruit. How many brothers can say they've killed a white walker and a Thenn? I might be the first in history!"
2015-04-12,Season 5,Episode 1,The Wars to Come,sam tarly,If Ser Alliser is chosen as the new Lord Commander… he hates the wildlings.
2015-04-12,Season 5,Episode 1,The Wars to Come,sam tarly,All the wildlings.
2015-04-12,Season 5,Episode 1,The Wars to Come,sam tarly,"It's not a sure thing. Ser Denys Mallister has commanded the Shadow Tower for 20 years, and people say he's a good man. He's running against Ser Alliser--"
2015-04-12,Season 5,Episode 1,The Wars to Come,sam tarly,"I told you. Wherever you go, I go, too."
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,"Hmm! Did you know that the youngest Lord Commander in history, Osric Stark, was elected at the age of 10?"
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,"I only said that the more time you spend practicing, the faster you'll be able to read."
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,"Three?! Who taught you, your mother?"
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,Did you ever see them?
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,Your Grace.
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,He'll make you a Stark with the stroke of a pen?
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,You deserve this. You do. I couldn't be happier for you.
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,But you'd be Lord of Winterfell.
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,Maester Aemon.
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,Her name is Gilly. Brother Slynt knows her quite well. They cowered together in the larder during the battle for the Wall.
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,"A wildling girl, a baby, and Lord Janos. I found him there when the battle was over in a puddle of his own making."
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,"Whilst Lord Janos was hiding with the women and children, Jon Snow was leading."
2015-04-19,Season 5,Episode 2,The House of Black and White,sam tarly,"Ser Alliser fought bravely, it is true. And when he was wounded, it is Jon who saved us. He took charge of the wall's defense. He killed the Magnar of the Thenns. He went North to deal with Mance Rayder, knowing it almost certainly meant his own death. Before that, he led the mission to avenge Lord Commander Mormont. Mormont himself chose Jon to be his steward. He saw something in Jon, and now we've all seen it, too. He may be young, but he's the commander we turned to when the night was darkest."
2015-04-26,Season 5,Episode 3,High Sparrow,sam tarly,He apologizes for not being here. He's not feeling well.
2015-04-26,Season 5,Episode 3,High Sparrow,sam tarly,"Alright, alright! Enough of that."
2015-05-03,Season 5,Episode 4,Sons of the Harpy,sam tarly,Lord Ashford. . Lady Caulfield. . Lord Smallwood.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,sam tarly,They haven't heard of you either. . But we need men and they have some.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,sam tarly,More than Lord Wibberley.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,sam tarly,"I know, I'm sorry, but we need men and supplies. And Roose Bolton is the Warden of The North."
2015-05-03,Season 5,Episode 4,Sons of the Harpy,sam tarly,We swore to be the Watchers on the Wall. We can't watch the Wall with 50 men. And we can't get more men without help from the Warden of the North.
2015-05-03,Season 5,Episode 4,Sons of the Harpy,sam tarly,"Apologies, my Lady."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"And though Daenerys maintains her grip on Slaver's Bay, forces rise against her from within and without. She refuses to leave until the freedom of the former slaves is secure."" She sounds like quite a woman."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"Don't say that, Maester Aemon."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,There is good farmland in the Gift. . Land that no one uses now. A dozen abandoned villages.
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,Every book there is?
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"Well, no. There are thousands and thousands of books out there. This library is rather small, actually."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,My father's not the most literate man. They say the Citadel has the largest library in the world.
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,The Citadel? In Oldtown.
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"Gilly, look at me. You know how to do a hundred things I can never do. You can build a fire with wet wood. You can cook. You can stitch a wound."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,Well -
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,It's where they train the maesters.
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"I wanted to be one when I was young. Instead, I became a man of the Night's Watch. Far more adventure up here anyway. I wouldn't have met you."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"Ah, Your Grace."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"I am, Your Grace."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"I did, Your Grace."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,With a dagger made of dragonglass.
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,What the maesters call obsidian -
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"I don't know. I've been going through all the old manuscripts hoping to find something, and all I've learned is that the children of the forest used to hunt with dragonglass."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,"I've seen it, Your Grace."
2015-05-10,Season 5,Episode 5,Kill the Boy,sam tarly,The army of the dead. And when they come -
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",sam tarly,PLACE - LATER
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,"Safe travels, Lord Commander."
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,"Oh, and…"
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,It's Dragonglass. It's what I used to kill the White Walker. I hope you don't need them.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,"His little brother, Aegon. He became king."
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,You don't know that.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,I'll stay too. He's always been good to me. I can't leave him now.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,"His name was Aemon Targaryen. He came to us from King's Landing, a Maester of the Citadel, chained and sworn. And a sworn brother of the Night's Watch, ever faithful. No man was wiser or gentler or kinder. At the Wall a dozen Lord Commanders came and went during his years of service, but he was always there to counsel them. He was the blood of the dragon, but now his fire has gone out. And now his watch has ended."
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,Get your hands off her. Brother Derryk. Brother Brand. I believe you both have guard duty tonight.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,"Gilly go on, Get back to your room and lock the door."
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,I'm warning you.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,I said get your hands off her.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,I killed a White Walker. I killed a Thenn. I'll take my chances with you.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,I'm alright.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,I will not. They wouldo ve… I don't know what they would have done
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,No. They were tiring out. I had them in the palm of my hand.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,What kind of man would I be if I ran away when I saw someone hurting you?
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,"Of course I will. And I'll take care of you, too."
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,Stay. Please.
2015-05-24,Season 5,Episode 7,The Gift,sam tarly,Oh. Oh my.
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,No.
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,How are you?
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,You know what I mean.
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,Are you scared?
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,Me too.
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,Who's there?
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,Come in.
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,Not to worry. Men brawl from time to time. It's only natural.
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,You're a good lad.
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,Now then. How can I help?
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,Yes?
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,We've been fighting them for years.
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,"Wildlings are people, just like us. There are good ones and bad ones."
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,Olly...
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,"I've seen the army of the dead. I've seen the white walkers, and they're coming for us, for all the living. And when it's time we'll need every last man we can find."
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,"Jon's taking a risk, but he has to. We don't stand a chance otherwise. Sometimes a man has to make hard choices, choices that might look wrong to others but you know are right in the long run."
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,With all my heart.
2015-05-31,Season 5,Episode 8,Hardhome,sam tarly,Try not to worry Olly. I've been worrying about Jon for years. He always comes back.
2015-06-07,Season 5,Episode 9,The Dance of Dragons,sam tarly,It wasn't.
2015-06-07,Season 5,Episode 9,The Dance of Dragons,sam tarly,"You didn't fail him, or him, or her. Every one of them is alive because of you, and no one else."
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,So what are you gonna do?
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,But… the Dragonglass?
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,But… you killed a White Walker.
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,He's made of Valyrian steel. How many Valyrian steel swords are left in the Seven Kingdoms?
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,You were friends with me when I first got here. And I wasn't winning any elections back then.
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,"I wanted to ask you something. To ask something of you. Send me, Gilly, and the baby to Oldtown so I can become a Maester. That's what I'm meant to be, not this."
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,"Well, there's Edd."
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,"I'll be more use to you as a Maester. More use to everyone now that Maester Aemon's gone. The Citadel has the worldo s greatest library. I'll learn about history, strategy, healing. And other things. Things that will help when they come."
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,"If Gilly stays here then she'll die. And the baby that she named after me will die. And I'll end up dying, too, trying to protect them. Which means that the last thing that I'll see in this world will be the look in her eyes when I fail them. I'd rather see a thousand White Walkers than see that."
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,Thank you.
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,They'll bloody try.
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,What?
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,Very carefully.
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,I'll come back.
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam tarly,To my return.
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,"Yes Yes, I'm fine"
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,I don't think so
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,"Yeah, they do"
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,"No No, no, no The Citadel doesn't admit women There won't be a place for you there or for Little Sam"
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,The Citadel isn't Castle Black I don't have a Jon Snow or a Maester Aemon to help me bend the rules
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,By yourself? With a baby and no money?
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,"To my home Horn Hill My father's -- well, my father, but my mother's a kind woman and my sister's lovely They'll take care of you both"
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,I said that because I want you and Little Same to be safe That's all I want -- to become a maester so I can help Jon when the time comes so you'll be safe
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,"I don't care about them Well, no, I do, but I don't really I care about you and him"
2016-05-08,Season 6,Episode 3,Oathbreaker,sam tarly,I'd feel better if you threw something at me and stormed off
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Oh, yes. Once you get south of the Riverlands, very different sorts of trees start to take over. Maple, elm, beech, poplar. The odd willow. And of course now that summer's over, you'll start seeing the autumn colors coming in. Still, you'll find more green here than anywhere else."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"I didn't think I'd ever come back here after my father made me renounce my title and inheritance and, well, threaten to kill me if I didn't. A person just doesn't feel welcome at that point."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,And I certainly didn't expect to be introducing him to my family. So you know what to tell them.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Yes, now that's very important. If he thinks that Little Sam is his grandchild, he'll take you in. He'll get an education. He'll learn to read. And you can help teach him. Huh?"
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,I told them I met you in the North.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Well, it wasn't a very large piece of parchment."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"The thing is...my father doesn't like wildlings. He hoped I'd make a man of myself by “killing some bloody wildlings,” so it's probably a good subject to avoid if at all possible."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Oh, hello, Mother."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,Oh.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Talla? Gods, you're a woman now."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Oh, um, Mother, this is Gilly."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Oh, and this, this is our son Samwell."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,Where is Father? And Dickon?
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,It's beautiful. You're beautiful.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"This venison, it's very tasty. Is it from today's hunt?"
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Oh, of course. Sorry. Long journey."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Oh, that's a fair distance."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Oh, yes. Yes. A good amount. North of the Wall, you don't hunt, you don't eat."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Rabbits. Sometimes squirrels. I say “we,” it's my friend Jon mostly. Sometimes Edd. Oh, and Gilly. She's- - she's quite a good hunter as well. Um, huntress."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Oh, yes. Yes, please. Thank you, Mother."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,I travelled south under orders from the Lord Commander. He wants me to- -
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Yes. And once I have my chain, I'll return to Castle Black."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,Gilly.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,I'm sorry I let him treat you that way. I was afraid he'd turn you and Little Sam away.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,First light.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,Say good-bye to him for me.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Good-bye, Gilly."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,We're leaving.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,Get your things.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,We belong together. All of us.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,"Oh, they'll understand."
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,She won't mind. Looks better on you anyway.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,It's my family's sword.
2016-05-29,Season 6,Episode 6,Blood of My Blood,sam tarly,He can bloody well try.
2016-06-26,Season 6,Episode 10,The Winds of Winter,sam tarly,Hello.
2016-06-26,Season 6,Episode 10,The Winds of Winter,sam tarly,From Lord Commander Snow at Castle Black.
2016-06-26,Season 6,Episode 10,The Winds of Winter,sam tarly,I'm-- I'm to be the new maester.
2016-06-26,Season 6,Episode 10,The Winds of Winter,sam tarly,He died.
2016-06-26,Season 6,Episode 10,The Winds of Winter,sam tarly,Maester Aemon became quite ill shortly after the election. He's since passed away. Which is why I'm here.
2016-06-26,Season 6,Episode 10,The Winds of Winter,sam tarly,"Yes, well, I suppose that life is irregular."
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,"Archmaester, I was wondering..."
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,"Um, 147."
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,I was wondering if you had considered my proposition.
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,"I asked you if, in light of what I've seen in the North, if I could have access to the restricted area of the library."
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,No.
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,"Archmaester, with respect, I've seen them--the Army of the Dead. The white walkers. W was sent here to learn how to defeat them, but everyone in the Citadel, those who will even talk to me, they all doubt the walkers ever existed in the first place."
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,Sources in the restricted area?
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,"So, you believe me."
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,That makes you the only person south of the Twins who does.
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,The dead don't.
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,The Targaryens used dragonglass to decorate their weapons without even knowing what the First Men used it for.
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,It's a map of Dragonstone. The Targaryens built their first stronghold there when they invaded Westeros.
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,"A mountain of it. Beneath the ground. Stannis told me, but I didn't think... This is important. Jon needs to know."
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,Who?
2017-07-16,Season 7,Episode 1,Dragonstone,sam tarly,Haven't heard anything.
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"Pardon, Archmaester. I met Stannis Baratheon's daughter at Castle Black. She had Greyscale as a baby and was cured. Isn't there some way --"
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,No.
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"Should we send word to your family, Ser..."
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,Mormont?
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"Archmaester, I wanted to --"
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,I wanted to ask you --
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,Possibly something a bit more poetic?
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"Archmaester, if I could just have a moment."
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,I may have found a way to treat Ser Jorah. There are two recorded cases of advanced Greyscale being cured. I found the procedure in the Study of Rare Diseases by Archmaester Pilos.
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"Oh, you are?"
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,Oh.
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,Hello.
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,You're Jorah Mormont. You're the only son of Jeor Mormont.
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"My name is Samwell Tarley. I'm a sworn brother of the Night's Watch training to serve as maester of Castle Black. I knew your father. I was with him when he died. You're not dying today, Ser Jorah."
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,Drink this.
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"Rum. Drink it all, please. I'm afraid this is going to hurt."
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,If you could take off your shirt.
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"If you wouldn't mind, bite down hard. I'm sorry but no one knows I'm here. If they hear you screaming then we're both finished."
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"No. No one else will try, so I'm the best you've got. Have a seat. I'm going to remove the entire layer of infected tissue, then apply a medicinal ointment to the --"
2017-07-23,Season 7,Episode 2,Stormborn,sam tarly,"Shh, shhh. Again, I'm sorry. Please try not to scream."
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,I suppose I'll find out this evening.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,Where will you go?
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,Your father saved me more than once. It's the least I could do.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,I hope they do.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,Yes.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,No one.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,I seem to remember you.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,I did.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,I read the books and followed the instructions.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,sam tarly,"Thank you, Archmaester."
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,stops working and turns around.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,Brandon Stark --
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,the crippled boy.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,I let him through the Wall years ago. I saw him go beyond the wall.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,"Somehow a crippled boy survived for years beyond the wall when no one else could. Not the Night's Watch, not the Wildlings, no one. Perhaps we ought to listen to what he has to say."
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,steps forward and clears his throat.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,"Everyone in Westeros trusts and respects you. If you tell people the threat is real they'll believe it. If you advise all the lords to send their men north to hold the wall they'll do it. And if you tell every maester in the Citadel to search every word of every faded scroll about the long night, they may find something that lets us defeat the Army of the Dead for good."
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,"Archmaester, please. It's real. I've seen it."
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,Archmaester --
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,turns to collect his work and leave. The maesters begin talking to one another.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,is seated at a table surround by papers and candles. He is writing notes into a book. Gilly is seated across from him reading aloud from a tome. SAM JR. is playing on the bed.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,No.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,looks up from his work annoyed. He remains silent and continues working.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,looks away and pauses.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,None anymore.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,It's when a man sets asside his lawful wife.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,isn't paying much attention to GILLY. He loudly interrupts her.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,"These maesters, they set me to the task of preserving that man's window counting and anullments and bowel movements for all eternity while the secret to defeating the Night King's probably sitting on some dusty shelf somewhere completely ignored. But that's all right, isn't it. We could all become slavering, murderous imbecils enthralled to evil incarnate as long as we can have access to the full records of High Septon Meynardo s 15,782 shits."
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,is dismayed. He sets his quill down and grabs the book he was writing in and hands it to SAM Jr. He retrieves his cloak and walks out the door.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,"is walking through a dark library. He heads to the restricted section and unlocks the barred gate. He begins removing books and scrolls from shelfs and stuff them in his satchel. After retrieving what he needs, SAM quickly walks to the exit of the library. He pauses before he leaves and turns around. He glances back at the library. It is many stories tall lined with countless shelves of books. SAMWELL looks at the library one last time, turns and walks out of the door."
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,is loading a wagon with his things. He walks around to the driver seat. GILLY and SAM JR. are already in the wagon dressed for the road. SAM climbs aboard and takes the reins in his hand.
2017-08-13,Season 7,Episode 5,Eastwatch,sam tarly,I'm tired of reading about the achievements of better men.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,sam tarly,I wasn't sure if you'd remember me.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,sam tarly,"Oh, well, thank you, but, um, I'm not sure that I am. What happened to you beyond the Wall?"
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,sam tarly,Oh! I don't know what that means.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,sam tarly,"Um, Jon's the one to lead the fight against the dead. I know he is. But he can't do it alone, so I've come here to help him."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,sam tarly,Oh.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,sam tarly,The truth about what?
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,sam tarly,It's not.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,sam tarly,"At the Citadel, I transcribed a High Septon's diary. He annulled Rhaegar's marriage to Elia. He wed Rhaegar and Lyanna in a secret ceremony."
